Gene_set	Term	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_COLLAGEN_DEGRADATION	1/64	2.381851e-01	3.674956e-01	5.567098e+00	7.987156e+00	MMP10
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_COMPLEX_III_ASSEMBLY	1/25	1.007341e-01	2.483821e-01	1.445455e+01	3.317710e+01	MT-CYB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_COMPLEX_IV_ASSEMBLY	2/48	1.764599e-02	1.039817e-01	1.281749e+01	5.174739e+01	MT-CO3;MT-CO2
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_COMPLEX_I_BIOGENESIS	5/68	1.033925e-05	2.662677e-04	2.132499e+01	2.448016e+02	MT-ND5;MT-ND1;MT-ND3;MT-ND4;MT-ND2
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_CONSTITUTIVE_SIGNALING_BY_EGFRVIII	1/15	6.170557e-02	1.980274e-01	2.443426e+01	6.805873e+01	HSP90AA1
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_CONSTITUTIVE_SIGNALING_BY_LIGAND_RESPONSIVE_EGFR_CANCER_VARIANTS	2/19	2.896343e-03	3.002182e-02	3.410270e+01	1.993066e+02	UBB;HSP90AA1
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_CONSTITUTIVE_SIGNALING_BY_OVEREXPRESSED_ERBB2	1/11	4.562907e-02	1.752896e-01	3.374866e+01	1.041892e+02	HSP90AA1
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT	1/102	3.520590e-01	4.541713e-01	3.476858e+00	3.629689e+00	GOLGB1
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_CRISTAE_FORMATION	1/33	1.307967e-01	2.795512e-01	1.089255e+01	2.215666e+01	MT-ATP6
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY	1/85	3.033627e-01	4.138748e-01	4.179572e+00	4.985502e+00	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1	1/47	1.810327e-01	3.241495e-01	7.608246e+00	1.300308e+01	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	5/789	2.425939e-01	3.715499e-01	1.669636e+00	2.364817e+00	UBB;MUC1;LCN2;HSP90AA1;CXCL8
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_CYTOPROTECTION_BY_HMOX1	2/60	2.679926e-02	1.359365e-01	1.018272e+01	3.685515e+01	MT-CO3;MT-CO2
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	1/64	2.381851e-01	3.674956e-01	5.567098e+00	7.987156e+00	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS	2/140	1.188908e-01	2.710169e-01	4.285394e+00	9.125961e+00	UBB;MUC1
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA	2/82	4.737566e-02	1.793569e-01	7.392479e+00	2.254445e+01	UBB;HSP90AA1
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_DEACTIVATION_OF_THE_BETA_CATENIN_TRANSACTIVATING_COMPLEX	1/42	1.634300e-01	3.095469e-01	8.526835e+00	1.544526e+01	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_DEATH_RECEPTOR_SIGNALING	3/154	2.776261e-02	1.388796e-01	5.541398e+00	1.986073e+01	UBB;RACK1;LINGO1
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING	1/62	2.316716e-01	3.644548e-01	5.748663e+00	8.407042e+00	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_DECTIN_2_FAMILY	1/26	1.045474e-01	2.529999e-01	1.388707e+01	3.135860e+01	MUC1
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TNPS	1/17	6.964305e-02	2.057725e-01	2.147059e+01	5.720564e+01	MUC1
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS	2/61	2.763254e-02	1.388796e-01	1.001113e+01	3.592755e+01	UBB;CFTR
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_DEFECTIVE_CSF2RB_CAUSES_SMDP5	4/8	2.085567e-08	1.061096e-06	2.441381e+02	4.317739e+03	SFTPA2;SFTPC;SFTPA1;SFTPB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_DEFECTIVE_GALNT3_CAUSES_HFTC	1/16	6.568265e-02	2.009003e-01	2.285682e+01	6.223731e+01	MUC1
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_DEGRADATION_OF_AXIN	1/55	2.084377e-01	3.470081e-01	6.489084e+00	1.017563e+01	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX	1/85	3.033627e-01	4.138748e-01	4.179572e+00	4.985502e+00	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_DEGRADATION_OF_DVL	1/57	2.151460e-01	3.519958e-01	6.258814e+00	9.616282e+00	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME	1/60	2.251031e-01	3.589947e-01	5.942435e+00	8.861339e+00	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	1/140	4.490652e-01	5.307366e-01	2.525387e+00	2.021792e+00	MMP10
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES	1/37	1.454530e-01	2.960146e-01	9.697092e+00	1.869504e+01	GPX1
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_DEUBIQUITINATION	2/299	3.620964e-01	4.614602e-01	1.980604e+00	2.011986e+00	UBB;CFTR
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_DEVELOPMENTAL_BIOLOGY	22/1432	9.806539e-08	4.261759e-06	4.551981e+00	7.345819e+01	RPS29;UBB;RPL37A;RPS2;RPL31;RPL3;RPS27;RPS3;RPL21;RPL28;RPL15;RPL13A;RPL39;RPL23;RPS5;RPL18A;RPS15A;RPL10A;RPL27A;HSP90AA1;RPL23A;RPL32
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS	1/68	2.510485e-01	3.775682e-01	5.236245e+00	7.237062e+00	MUC1
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_DISEASES_ASSOCIATED_WITH_SURFACTANT_METABOLISM	4/10	6.216180e-08	2.818903e-06	1.690034e+02	2.804362e+03	SFTPA2;SFTPC;SFTPA1;SFTPB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM	1/34	1.344840e-01	2.842285e-01	1.056692e+01	2.120053e+01	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_DISEASES_OF_GLYCOSYLATION	1/143	4.560809e-01	5.372020e-01	2.471883e+00	1.940638e+00	MUC1
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_DISEASES_OF_METABOLISM	6/250	6.854240e-04	1.043646e-02	6.564960e+00	4.782884e+01	UBB;SFTPA1;MUC1;SFTPB;SFTPA2;SFTPC
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS	4/464	1.343349e-01	2.842285e-01	2.336477e+00	4.690289e+00	UBB;HSP90AA1;GOLGB1;AKAP9
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS	3/177	3.945262e-02	1.669334e-01	4.805972e+00	1.553605e+01	UBB;CP;CFTR
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_DNA_DAMAGE_BYPASS	1/48	1.845090e-01	3.264510e-01	7.447734e+00	1.258710e+01	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER	1/38	1.490787e-01	3.001720e-01	9.438075e+00	1.796331e+01	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR	1/170	5.153733e-01	5.858685e-01	2.075576e+00	1.375824e+00	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE	1/78	2.822744e-01	3.988105e-01	4.558530e+00	5.765973e+00	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_DNA_REPAIR	1/332	7.582612e-01	7.885010e-01	1.053428e+00	2.915122e-01	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_DNA_REPLICATION	1/187	5.493760e-01	6.144763e-01	1.884919e+00	1.129014e+00	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_DNA_REPLICATION_PRE_INITIATION	1/159	4.920314e-01	5.664335e-01	2.220736e+00	1.574974e+00	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING	1/13	5.370110e-02	1.861898e-01	2.834631e+01	8.289373e+01	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_DOWNREGULATION_OF_ERBB2_SIGNALING	2/29	6.690229e-03	5.347057e-02	2.169189e+01	1.086136e+02	UBB;HSP90AA1
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_DOWNREGULATION_OF_ERBB4_SIGNALING	1/9	3.748893e-02	1.619087e-01	4.169330e+01	1.369087e+02	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY	1/31	1.233756e-01	2.740804e-01	1.160787e+01	2.428973e+01	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING	2/26	5.399779e-03	4.578837e-02	2.435135e+01	1.271481e+02	PPP1R15A;UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	1/81	2.913885e-01	4.054946e-01	4.388049e+00	5.410894e+00	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_DUAL_INCISION_IN_GG_NER	1/41	1.598648e-01	3.051033e-01	8.737770e+00	1.602006e+01	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_DUAL_INCISION_IN_TC_NER	1/63	2.349352e-01	3.662742e-01	5.656428e+00	8.193028e+00	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS	1/59	2.217980e-01	3.578273e-01	6.044289e+00	9.102627e+00	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_EGFR_DOWNREGULATION	1/31	1.233756e-01	2.740804e-01	1.160787e+01	2.428973e+01	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT	1/31	1.233756e-01	2.740804e-01	1.160787e+01	2.428973e+01	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_ENOS_ACTIVATION	1/10	4.156755e-02	1.693553e-01	3.730284e+01	1.186393e+02	HSP90AA1
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC	1/21	8.531924e-02	2.270101e-01	1.727807e+01	4.252748e+01	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT	1/156	4.854746e-01	5.613637e-01	2.263889e+00	1.635950e+00	GOLGB1
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_ESR_MEDIATED_SIGNALING	1/220	6.087838e-01	6.624533e-01	1.599125e+00	7.936334e-01	HSP90AA1
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION	1/149	4.698481e-01	5.484629e-01	2.371361e+00	1.791197e+00	HSP90AA1
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	20/94	4.215668e-29	1.758777e-26	8.134809e+01	5.314972e+03	RPS29;RPL37A;RPS2;RPL31;RPL3;RPS27;RPS3;RPL21;RPL28;RPL15;RPL13A;RPL39;RPL23;RPS5;RPL18A;RPS15A;RPL10A;RPL27A;RPL23A;RPL32
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	20/120	8.460008e-27	1.764758e-24	6.023163e+01	3.615972e+03	RPS29;RPL37A;RPS2;RPL31;RPL3;RPS27;RPS3;RPL21;RPL28;RPL15;RPL13A;RPL39;RPL23;RPS5;RPL18A;RPS15A;RPL10A;RPL27A;RPL23A;RPL32
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_EVASION_BY_RSV_OF_HOST_INTERFERON_RESPONSES	1/35	1.381557e-01	2.876176e-01	1.026017e+01	2.030872e+01	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	1/300	7.225466e-01	7.562630e-01	1.167695e+00	3.794697e-01	MMP10
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING	1/75	2.730444e-01	3.925366e-01	4.742741e+00	6.156651e+00	HSP90AA1
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_FANCONI_ANEMIA_PATHWAY	1/39	1.526892e-01	3.016190e-01	9.192513e+00	1.727596e+01	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_FATTY_ACID_METABOLISM	1/176	5.276546e-01	5.965786e-01	2.004068e+00	1.281227e+00	GPX1
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION	1/136	4.395716e-01	5.233712e-01	2.600410e+00	2.137420e+00	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS	1/143	4.560809e-01	5.372020e-01	2.471883e+00	1.940638e+00	HSP90AA1
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	1/186	5.474428e-01	6.129714e-01	1.895167e+00	1.141833e+00	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_FLT3_SIGNALING	1/38	1.490787e-01	3.001720e-01	9.438075e+00	1.796331e+01	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_FLT3_SIGNALING_BY_CBL_MUTANTS	1/7	2.928011e-02	1.409738e-01	5.452694e+01	1.925263e+02	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_FLT3_SIGNALING_IN_DISEASE	2/28	6.245956e-03	5.069675e-02	2.251147e+01	1.142642e+02	UBB;GOLGB1
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING	1/20	8.142487e-02	2.220291e-01	1.816495e+01	4.555906e+01	MT-ATP6
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER	1/43	1.669802e-01	3.123952e-01	8.325826e+00	1.490223e+01	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX	1/51	1.948505e-01	3.350851e-01	7.004342e+00	1.145576e+01	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_FOXO_MEDIATED_TRANSCRIPTION	1/66	2.446439e-01	3.725015e-01	5.396620e+00	7.598181e+00	GADD45A
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES	1/17	6.964305e-02	2.057725e-01	2.147059e+01	5.720564e+01	GADD45A
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS	1/68	2.510485e-01	3.775682e-01	5.236245e+00	7.237062e+00	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_G2_M_CHECKPOINTS	1/167	5.091146e-01	5.803351e-01	2.113263e+00	1.426626e+00	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_GAMMA_CARBOXYLATION_HYPUSINYLATION_HYDROXYLATION_AND_ARYLSULFATASE_ACTIVATION	1/61	2.283943e-01	3.623045e-01	5.843947e+00	8.629651e+00	RPL27A
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER	1/25	1.007341e-01	2.483821e-01	1.445455e+01	3.317710e+01	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_GENE_SILENCING_BY_RNA	1/139	4.467069e-01	5.291485e-01	2.543736e+00	2.049877e+00	HSP90AA1
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER	1/84	3.003881e-01	4.122431e-01	4.229818e+00	5.087119e+00	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_GLYCOGEN_METABOLISM	1/25	1.007341e-01	2.483821e-01	1.445455e+01	3.317710e+01	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_GLYCOGEN_STORAGE_DISEASES	1/16	6.568265e-02	2.009003e-01	2.285682e+01	6.223731e+01	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_GLYCOGEN_SYNTHESIS	1/14	5.771174e-02	1.926187e-01	2.624540e+01	7.485960e+01	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	2/56	2.357182e-02	1.254358e-01	1.093206e+01	4.097012e+01	FTL;GOLGB1
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_GPCR_LIGAND_BINDING	1/463	8.627722e-01	8.796397e-01	7.505073e-01	1.107783e-01	CXCL8
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	1/314	7.387723e-01	7.709250e-01	1.114833e+00	3.375328e-01	CXCL8
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR	1/70	2.573993e-01	3.818884e-01	5.085100e+00	6.901124e+00	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_HEDGEHOG_LIGAND_BIOGENESIS	1/65	2.414213e-01	3.702976e-01	5.480537e+00	7.789005e+00	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_HEDGEHOG_OFF_STATE	1/113	3.817576e-01	4.765687e-01	3.135330e+00	3.019227e+00	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_HEDGEHOG_ON_STATE	1/86	3.063248e-01	4.155997e-01	4.130500e+00	4.886833e+00	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_HEMOSTASIS	1/679	9.464550e-01	9.533101e-01	5.064766e-01	2.787232e-02	TMSB4X
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_HIV_INFECTION	1/231	6.268096e-01	6.774740e-01	1.522046e+00	7.109666e-01	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_HIV_LIFE_CYCLE	1/149	4.698481e-01	5.484629e-01	2.371361e+00	1.791197e+00	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_HOMOLOGY_DIRECTED_REPAIR	1/140	4.490652e-01	5.307366e-01	2.525387e+00	2.021792e+00	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	1/131	4.274766e-01	5.130704e-01	2.700658e+00	2.295169e+00	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_HSF1_ACTIVATION	3/31	3.035454e-04	5.258631e-03	2.962199e+01	2.399375e+02	UBB;HSPH1;HSP90AA1
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_HSF1_DEPENDENT_TRANSACTIVATION	3/38	5.575907e-04	8.680106e-03	2.377349e+01	1.781083e+02	UBB;HSPH1;HSP90AA1
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND	2/57	2.436262e-02	1.276895e-01	1.073460e+01	3.987587e+01	HSP90AA1;DNAJA1
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	1/23	9.305905e-02	2.367331e-01	1.574082e+01	3.737691e+01	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_INACTIVATION_OF_CSF3_G_CSF_SIGNALING	1/25	1.007341e-01	2.483821e-01	1.445455e+01	3.317710e+01	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS	2/27	5.815765e-03	4.833341e-02	2.339534e+01	1.204201e+02	UBB;LTF
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_INFECTIOUS_DISEASE	23/1081	9.359251e-11	6.507799e-09	6.533216e+00	1.508655e+02	RPS29;UBB;LTF;RPL37A;RPS2;RPL31;RPL3;RPS27;RPS3;RPL21;RPL28;RPL15;RPL13A;RPL39;RPL23;RPS5;RPL18A;RPS15A;RPL10A;RPL27A;HSP90AA1;RPL23A;RPL32
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_INFLUENZA_INFECTION	21/157	5.385507e-26	9.361807e-24	4.706524e+01	2.738420e+03	RPS29;RPL37A;RPS2;RPL31;RPL3;RPS27;RPS3;RPL21;RPL28;RPL15;RPL13A;RPL39;RPL23;RPS5;RPL18A;RPS15A;RPL10A;RPL27A;HSP90AA1;RPL23A;RPL32
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_INLA_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELLS	1/9	3.748893e-02	1.619087e-01	4.169330e+01	1.369087e+02	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_INLB_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELL	1/15	6.170557e-02	1.980274e-01	2.443426e+01	6.805873e+01	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_INNATE_IMMUNE_SYSTEM	14/1128	2.751919e-04	4.823952e-03	3.391491e+00	2.780359e+01	TCN1;UBB;SFTPA1;LCN2;LTF;BPIFA1;MUC1;BPIFB1;SERPINB3;SFTPA2;HSP90AA1;LYZ;FTL;S100P
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	1/78	2.822744e-01	3.988105e-01	4.558530e+00	5.765973e+00	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_INTERFERON_SIGNALING	1/273	6.883873e-01	7.274448e-01	1.284983e+00	4.798172e-01	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_INTERLEUKIN_10_SIGNALING	1/45	1.740360e-01	3.187349e-01	7.950910e+00	1.390211e+01	CXCL8
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_INTERLEUKIN_17_SIGNALING	1/71	2.605548e-01	3.835690e-01	5.012743e+00	6.741850e+00	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING	1/152	4.766019e-01	5.541759e-01	2.324085e+00	1.722319e+00	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_INTERLEUKIN_1_SIGNALING	1/114	3.843897e-01	4.792809e-01	3.107564e+00	2.971137e+00	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING	1/48	1.845090e-01	3.264510e-01	7.447734e+00	1.258710e+01	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING	4/111	1.279111e-03	1.624977e-02	1.017209e+01	6.776232e+01	HSP90AA1;MUC1;CXCL8;LCN2
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	1/313	7.376451e-01	7.701340e-01	1.118451e+00	3.403362e-01	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_ION_CHANNEL_TRANSPORT	1/183	5.415941e-01	6.083819e-01	1.926584e+00	1.181456e+00	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_IRAK1_RECRUITS_IKK_COMPLEX	1/14	5.771174e-02	1.926187e-01	2.624540e+01	7.485960e+01	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_IRAK2_MEDIATED_ACTIVATION_OF_TAK1_COMPLEX	1/10	4.156755e-02	1.693553e-01	3.730284e+01	1.186393e+02	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_IRON_UPTAKE_AND_TRANSPORT	4/58	1.074958e-04	2.198395e-03	2.011258e+01	1.837899e+02	FTL;UBB;CP;LCN2
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_ISG15_ANTIVIRAL_MECHANISM	1/74	2.699417e-01	3.904982e-01	4.807487e+00	6.295641e+00	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1	1/22	8.919728e-02	2.334470e-01	1.647370e+01	3.981536e+01	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_JOSEPHIN_DOMAIN_DUBS	1/12	4.967357e-02	1.805210e-01	3.081260e+01	9.250813e+01	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_KEAP1_NFE2L2_PATHWAY	1/125	4.126214e-01	5.015899e-01	2.831583e+00	2.506587e+00	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_LATE_ENDOSOMAL_MICROAUTOPHAGY	2/34	9.118486e-03	6.793272e-02	1.835052e+01	8.620068e+01	UBB;CFTR
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_LATE_SARS_COV_2_INFECTION_EVENTS	1/70	2.573993e-01	3.818884e-01	5.085100e+00	6.901124e+00	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_LISTERIA_MONOCYTOGENES_ENTRY_INTO_HOST_CELLS	1/20	8.142487e-02	2.220291e-01	1.816495e+01	4.555906e+01	UBB
c2.all.v2024.1.Hs.symbols.gmt	REACTOME_MAP3K8_TPL2_DEPENDENT_MAPK1_3_ACTIVATION	1/16	6.568265e-02	2.009003e-01	2.285682e+01	6.223731e+01	UBB
